0	10000
0.261124	00000
0	01000
0.0593017	01100
0.0726	01101
0.0894012	11101
0.156148	11111
0.288441	01111
0.290724	01110
0.333934	01111
0.393726	00111
0.488159	00011
0.753129	00010
0.964145	00011
1.20745	00001
1.2708	00101
1.63505	00100
1.75255	00110
1.76924	00111
1.77444	00011
1.9029	00010
1.94035	00000
0	00100
0.312174	00110
0.344174	00100
0.607826	00000
0	00010
0.326791	00000
0	00001
0.368287	00000
0	10000
0.285678	10100
0.395211	10110
0.418965	11110
0.514324	01110
0.702435	01100
0.768158	11100
0.936634	11101
1.01442	10101
1.11796	00101
1.19704	00111
1.98697	00110
2.04734	10110
2.07368	10111
2.31409	10110
2.41197	10111
2.62581	10011
2.66622	10111
2.95077	10110
3.10157	00110
3.21931	00010
3.2302	00000
0	01000
0.0826889	01100
0.730604	01101
1.34737	01111
1.6798	01101
1.73313	11101
1.87056	11100
1.90954	01100
1.96309	00100
2.26106	01100
2.39994	11100
3.10162	11110
3.17036	11010
3.25686	11011
3.48388	11111
3.68343	11011
3.69492	11111
3.77197	10111
3.87375	10110
3.95539	10010
4.0132	00010
4.14335	00011
4.16449	00111
4.17979	00011
4.2122	00001
4.28977	00101
4.59323	00111
5.0203	00110
5.24681	00010
5.25377	00011
5.68581	00111
5.81374	01111
5.92816	11111
6.56629	10111
6.58454	11111
6.59346	11101
6.59467	10101
6.62192	00101
6.95845	00100
7.06204	00101
7.07463	10101
7.232	10111
7.5437	11111
7.56189	11011
7.78253	11111
7.80654	11110
8.04405	01110
8.18143	01111
8.27634	01110
8.28137	01111
8.68395	01011
8.95496	01010
9.07101	01110
9.61542	11110
9.64823	11010
9.69843	01010
10.4617	00010
10.5207	00110
10.6059	01110
10.6654	01010
10.7536	00010
11.4609	00011
13.1662	00010
13.2906	00011
14.1076	00001
14.7223	00011
14.8561	00111
15.0982	01111
15.2811	11111
15.3165	10111
15.3225	00111
15.3285	00011
15.4424	00010
15.9402	00000
0	00100
1.05764	00000
0	00010
0.81813	00110
0.881617	00111
1.28145	00101
1.42087	00001
1.45861	00101
1.53077	10101
1.83221	10111
1.96021	11111
2.22106	01111
2.34318	01011
2.46224	01111
3.06038	11111
3.23812	11101
3.3129	10101
3.34771	10111
3.47054	11111
3.55311	11110
3.61939	11111
3.63057	11101
4.03031	11111
4.4482	11110
5.03451	11010
5.06841	11110
5.27516	10110
5.76064	11110
5.96014	11010
6.62589	11011
6.79529	11111
6.80311	11011
6.82537	11010
7.26545	10010
7.34535	10110
7.42984	10010
7.56653	10110
7.7005	00110
7.85891	00111
8.07753	00011
8.11553	00111
8.12097	10111
8.45946	11111
8.46339	01111
8.57536	01011
8.60472	01010
8.78272	01000
8.94313	00000
0	00001
0.156391	00000
0	10000
0.266789	10100
0.317562	10000
0.590074	10100
0.690427	11100
0.799863	11000
1.61121	11100
1.70919	01100
1.8184	01110
1.87568	00110
1.96555	10110
1.96896	00110
2.14496	00100
2.42925	00101
2.5527	00100
2.91286	00000
0	01000
0.0309178	00000
0	00100
0.682953	00110
0.821734	00111
0.852904	00101
1.15503	00111
1.22727	00011
1.92407	00001
1.96181	00011
1.97365	00001
2.12313	00000
0	00010
0.500588	00000
0	00001
1.51279	00011
2.00508	00010
2.11823	00000
0	10000
0.575081	00000
0	01000
0.484705	01100
0.573758	01101
0.796903	11101
0.918472	11001
1.06966	11101
1.66702	01101
1.71777	01100
1.74662	00100
1.82959	00000
0	00100
0.157825	00101
0.236999	00111
0.413845	10111
0.432387	11111
0.432802	11101
0.450012	11111
0.497742	10111
0.655942	10011
0.890499	10111
1.20752	10110
1.37256	00110
1.46406	01110
1.49344	11110
1.93868	01110
2.41962	01111
2.77404	01011
2.79069	00011
2.88841	00010
2.9294	00110
3.43694	00111
3.46806	00110
3.69294	00100
3.83478	00101
3.8958	00001
4.04021	00000
0	00010
0.677425	00110
1.01894	00100
1.22925	00000
0	00001
0.161903	00011
0.184035	00001
0.465305	00011
0.50944	00001
1.08163	00101
1.35276	00100
1.38878	10100
1.46615	10101
1.76263	10111
2.31222	00111
2.57337	00110
2.603	00111
